"","isolate_id","cluster_pb2","cluster_pb1","cluster_pa","cluster_ha","cluster_np","cluster_na","cluster_mp","cluster_ns","cluster_profile"
"6395","EPI_ISL_18311015",5,3,1,1,1,1,1,2,"5_3_1_1_1_1_1_2"
"6396","EPI_ISL_18311016",5,3,1,1,1,1,1,2,"5_3_1_1_1_1_1_2"
"6397","EPI_ISL_18311017",5,3,1,1,1,1,1,2,"5_3_1_1_1_1_1_2"
"6398","EPI_ISL_18311018",5,3,1,1,1,1,1,2,"5_3_1_1_1_1_1_2"
"6399","EPI_ISL_18311019",5,3,1,1,1,1,1,2,"5_3_1_1_1_1_1_2"
"6400","EPI_ISL_18311020",5,3,1,1,1,1,1,2,"5_3_1_1_1_1_1_2"
"6401","EPI_ISL_18311021",5,3,1,1,1,1,1,2,"5_3_1_1_1_1_1_2"
"6402","EPI_ISL_18311022",5,3,1,1,1,1,1,2,"5_3_1_1_1_1_1_2"
"6403","EPI_ISL_18311023",5,3,1,1,1,1,1,2,"5_3_1_1_1_1_1_2"
"6404","EPI_ISL_18311024",5,3,1,1,1,1,1,2,"5_3_1_1_1_1_1_2"
"6405","EPI_ISL_18311025",5,3,1,1,1,1,1,2,"5_3_1_1_1_1_1_2"
"6406","EPI_ISL_18311027",5,3,1,1,1,1,1,2,"5_3_1_1_1_1_1_2"
"6407","EPI_ISL_18311028",5,3,1,1,1,1,1,2,"5_3_1_1_1_1_1_2"
"6408","EPI_ISL_18317317",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6409","EPI_ISL_18317757",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6410","EPI_ISL_18317773",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6411","EPI_ISL_18317774",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6412","EPI_ISL_18343463",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6413","EPI_ISL_18343464",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6414","EPI_ISL_18343474",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6415","EPI_ISL_18343476",1,1,2,1,2,1,1,1,"1_1_2_1_2_1_1_1"
"6416","EPI_ISL_18343477",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6417","EPI_ISL_18345257",1,1,2,1,2,1,1,1,"1_1_2_1_2_1_1_1"
"6418","EPI_ISL_18345334",1,1,2,1,2,1,1,1,"1_1_2_1_2_1_1_1"
"6419","EPI_ISL_18345367",1,1,2,1,2,1,1,1,"1_1_2_1_2_1_1_1"
"6420","EPI_ISL_18345368",1,1,2,1,2,1,1,1,"1_1_2_1_2_1_1_1"
"6421","EPI_ISL_18345401",1,1,2,1,2,1,1,1,"1_1_2_1_2_1_1_1"
"6422","EPI_ISL_18361625",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"6423","EPI_ISL_18432788",1,1,2,1,2,1,1,1,"1_1_2_1_2_1_1_1"
"6424","EPI_ISL_18432789",1,1,4,1,29,1,1,4,"1_1_4_1_29_1_1_4"
"6425","EPI_ISL_18443659",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"6426","EPI_ISL_18443661",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"6427","EPI_ISL_18458046",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"6428","EPI_ISL_18458047",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"6429","EPI_ISL_18458048",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"6430","EPI_ISL_18458049",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"6431","EPI_ISL_18458050",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"6432","EPI_ISL_18458051",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"6433","EPI_ISL_18458052",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"6434","EPI_ISL_18458053",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"6435","EPI_ISL_18458054",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"6436","EPI_ISL_18458055",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"6437","EPI_ISL_18458056",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"6438","EPI_ISL_18458057",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"6439","EPI_ISL_18458058",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"6440","EPI_ISL_18458059",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"6441","EPI_ISL_18458060",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"6442","EPI_ISL_18458061",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"6443","EPI_ISL_18458062",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"6444","EPI_ISL_18458063",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"6445","EPI_ISL_18458064",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"6446","EPI_ISL_18458065",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"6447","EPI_ISL_18458066",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"6448","EPI_ISL_18458067",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"6449","EPI_ISL_18458068",1,1,2,1,2,1,1,1,"1_1_2_1_2_1_1_1"
"6450","EPI_ISL_18458069",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"6451","EPI_ISL_18458070",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"6452","EPI_ISL_18458071",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"6453","EPI_ISL_18458072",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"6454","EPI_ISL_18458073",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"6455","EPI_ISL_18458074",1,1,2,1,2,1,1,1,"1_1_2_1_2_1_1_1"
"6456","EPI_ISL_18458075",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"6457","EPI_ISL_18458076",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"6458","EPI_ISL_18458590",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"6459","EPI_ISL_18458591",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"6460","EPI_ISL_18458690",15,1,10,1,2,1,1,1,"15_1_10_1_2_1_1_1"
"6461","EPI_ISL_18458691",1,1,2,1,2,1,1,1,"1_1_2_1_2_1_1_1"
"6462","EPI_ISL_18490247",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6463","EPI_ISL_18497662",8,6,2,1,2,3,1,1,"8_6_2_1_2_3_1_1"
"6464","EPI_ISL_18497946",5,3,1,1,1,1,1,2,"5_3_1_1_1_1_1_2"
"6465","EPI_ISL_18505897",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"6466","EPI_ISL_18506029",1,8,2,1,2,1,1,1,"1_8_2_1_2_1_1_1"
"6467","EPI_ISL_18506030",1,8,2,1,2,1,1,1,"1_8_2_1_2_1_1_1"
"6468","EPI_ISL_18506031",18,8,13,1,27,1,1,1,"18_8_13_1_27_1_1_1"
"6469","EPI_ISL_18506032",1,8,2,1,2,1,1,1,"1_8_2_1_2_1_1_1"
"6470","EPI_ISL_18508589",11,10,2,1,5,1,1,6,"11_10_2_1_5_1_1_6"
"6471","EPI_ISL_18508592",12,11,8,1,5,1,1,5,"12_11_8_1_5_1_1_5"
"6472","EPI_ISL_18509065",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6473","EPI_ISL_18509067",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6474","EPI_ISL_18509068",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6475","EPI_ISL_18509069",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6476","EPI_ISL_18509071",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6477","EPI_ISL_18509073",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"6478","EPI_ISL_18509074",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6479","EPI_ISL_18509075",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6480","EPI_ISL_18509076",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6481","EPI_ISL_18509077",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6482","EPI_ISL_18509078",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6483","EPI_ISL_18509079",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6484","EPI_ISL_18514132",1,1,2,1,2,1,1,1,"1_1_2_1_2_1_1_1"
"6485","EPI_ISL_18514134",1,1,2,1,2,1,1,1,"1_1_2_1_2_1_1_1"
"6486","EPI_ISL_18514137",1,1,2,1,2,1,1,1,"1_1_2_1_2_1_1_1"
"6487","EPI_ISL_18514139",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6488","EPI_ISL_18514426",1,1,2,1,2,1,1,1,"1_1_2_1_2_1_1_1"
"6489","EPI_ISL_18540525",8,8,2,1,2,1,1,1,"8_8_2_1_2_1_1_1"
"6490","EPI_ISL_18612224",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6491","EPI_ISL_18612225",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6492","EPI_ISL_18612226",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6493","EPI_ISL_18612227",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6494","EPI_ISL_18612228",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6495","EPI_ISL_18612229",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6496","EPI_ISL_18612230",1,1,2,1,2,1,1,1,"1_1_2_1_2_1_1_1"
"6497","EPI_ISL_18612231",8,8,2,1,2,1,1,1,"8_8_2_1_2_1_1_1"
"6498","EPI_ISL_18612232",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6499","EPI_ISL_18612233",8,8,2,1,2,1,1,1,"8_8_2_1_2_1_1_1"
"6500","EPI_ISL_18612234",8,8,2,1,2,1,1,1,"8_8_2_1_2_1_1_1"
"6501","EPI_ISL_18612235",8,8,2,1,2,1,1,1,"8_8_2_1_2_1_1_1"
"6502","EPI_ISL_18612256",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"6503","EPI_ISL_18612263",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"6504","EPI_ISL_18612269",8,8,2,1,2,1,1,1,"8_8_2_1_2_1_1_1"
"6505","EPI_ISL_18647426",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6506","EPI_ISL_18647447",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6507","EPI_ISL_18647456",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6508","EPI_ISL_18647480",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6509","EPI_ISL_18647514",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6510","EPI_ISL_18647515",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6511","EPI_ISL_18647517",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6512","EPI_ISL_18663673",3,1,1,1,1,1,1,1,"3_1_1_1_1_1_1_1"
"6513","EPI_ISL_18673081",1,1,2,1,2,1,1,1,"1_1_2_1_2_1_1_1"
"6514","EPI_ISL_18695151",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"6515","EPI_ISL_18695152",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"6516","EPI_ISL_18695153",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"6517","EPI_ISL_18695154",3,2,1,1,6,1,1,2,"3_2_1_1_6_1_1_2"
"6518","EPI_ISL_18695155",3,2,1,1,6,1,1,2,"3_2_1_1_6_1_1_2"
"6519","EPI_ISL_18695156",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"6520","EPI_ISL_18695157",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"6521","EPI_ISL_18695158",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"6522","EPI_ISL_18695159",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"6523","EPI_ISL_18695160",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"6524","EPI_ISL_18695161",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"6525","EPI_ISL_18695162",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"6526","EPI_ISL_18695297",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"6527","EPI_ISL_18695298",3,2,1,1,6,1,1,2,"3_2_1_1_6_1_1_2"
"6528","EPI_ISL_18695299",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"6529","EPI_ISL_18695300",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"6530","EPI_ISL_18695301",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"6531","EPI_ISL_18695302",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"6532","EPI_ISL_18695303",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"6533","EPI_ISL_18695304",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"6534","EPI_ISL_18695305",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"6535","EPI_ISL_18695306",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"6536","EPI_ISL_18695307",3,2,1,1,6,1,1,2,"3_2_1_1_6_1_1_2"
"6537","EPI_ISL_18695308",3,2,1,1,6,1,1,2,"3_2_1_1_6_1_1_2"
"6538","EPI_ISL_18760060",5,3,1,1,1,1,1,2,"5_3_1_1_1_1_1_2"
"6539","EPI_ISL_18760061",5,3,1,1,1,1,1,2,"5_3_1_1_1_1_1_2"
"6540","EPI_ISL_18760063",5,3,1,1,1,1,1,2,"5_3_1_1_1_1_1_2"
"6541","EPI_ISL_18760067",5,3,1,1,1,1,1,2,"5_3_1_1_1_1_1_2"
"6542","EPI_ISL_18760069",5,3,1,1,1,1,1,2,"5_3_1_1_1_1_1_2"
"6543","EPI_ISL_18760073",5,3,1,1,1,1,1,2,"5_3_1_1_1_1_1_2"
"6544","EPI_ISL_18760074",5,3,1,1,1,1,1,2,"5_3_1_1_1_1_1_2"
"6545","EPI_ISL_17985395",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6546","EPI_ISL_17985396",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6547","EPI_ISL_17985397",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6548","EPI_ISL_17985398",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6549","EPI_ISL_17985399",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6550","EPI_ISL_17985400",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6551","EPI_ISL_17985401",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6552","EPI_ISL_17985402",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6553","EPI_ISL_17985403",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6554","EPI_ISL_17985404",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6555","EPI_ISL_17985405",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6556","EPI_ISL_17985406",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6557","EPI_ISL_17985407",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6558","EPI_ISL_17985408",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6559","EPI_ISL_17985409",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6560","EPI_ISL_17985410",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6561","EPI_ISL_17985411",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6562","EPI_ISL_18001810",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"6563","EPI_ISL_18001816",1,1,2,1,2,1,1,1,"1_1_2_1_2_1_1_1"
"6564","EPI_ISL_18001824",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"6565","EPI_ISL_18001826",1,1,2,1,2,1,1,1,"1_1_2_1_2_1_1_1"
"6566","EPI_ISL_18001829",1,1,2,1,2,1,1,1,"1_1_2_1_2_1_1_1"
"6567","EPI_ISL_18001837",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"6568","EPI_ISL_18001844",1,1,2,1,2,1,1,1,"1_1_2_1_2_1_1_1"
"6569","EPI_ISL_18001846",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"6570","EPI_ISL_18001853",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"6571","EPI_ISL_18001861",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"6572","EPI_ISL_18042387",1,1,2,1,2,1,1,1,"1_1_2_1_2_1_1_1"
"6573","EPI_ISL_18042388",1,1,2,1,2,1,1,1,"1_1_2_1_2_1_1_1"
"6574","EPI_ISL_18042389",1,1,2,1,2,1,1,1,"1_1_2_1_2_1_1_1"
"6575","EPI_ISL_18042390",1,1,2,1,2,1,1,1,"1_1_2_1_2_1_1_1"
"6576","EPI_ISL_18042391",1,1,2,1,2,1,1,1,"1_1_2_1_2_1_1_1"
"6577","EPI_ISL_18042392",1,1,2,1,2,1,1,1,"1_1_2_1_2_1_1_1"
"6578","EPI_ISL_18058688",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6579","EPI_ISL_18058689",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6580","EPI_ISL_18058692",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6581","EPI_ISL_18058693",1,1,2,1,2,1,1,1,"1_1_2_1_2_1_1_1"
"6582","EPI_ISL_18058694",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6583","EPI_ISL_18058695",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6584","EPI_ISL_18058703",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6585","EPI_ISL_18059048",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6586","EPI_ISL_18059049",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6587","EPI_ISL_18059050",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6588","EPI_ISL_18059051",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6589","EPI_ISL_18059052",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6590","EPI_ISL_18059053",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6591","EPI_ISL_18059054",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6592","EPI_ISL_18059056",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6593","EPI_ISL_18059057",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6594","EPI_ISL_18059058",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6595","EPI_ISL_18059059",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6596","EPI_ISL_18059060",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6597","EPI_ISL_18059061",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6598","EPI_ISL_18059062",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6599","EPI_ISL_18059063",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6600","EPI_ISL_18059064",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6601","EPI_ISL_18059065",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6602","EPI_ISL_18059066",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6603","EPI_ISL_18059067",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6604","EPI_ISL_18066450",1,11,8,1,5,1,1,1,"1_11_8_1_5_1_1_1"
"6605","EPI_ISL_18066451",24,1,16,1,2,1,1,1,"24_1_16_1_2_1_1_1"
"6606","EPI_ISL_18066452",11,10,2,1,5,1,1,6,"11_10_2_1_5_1_1_6"
"6607","EPI_ISL_18066453",24,1,16,1,2,1,1,1,"24_1_16_1_2_1_1_1"
"6608","EPI_ISL_18066454",11,10,2,1,5,1,1,6,"11_10_2_1_5_1_1_6"
"6609","EPI_ISL_18066455",11,10,2,1,5,1,1,6,"11_10_2_1_5_1_1_6"
"6610","EPI_ISL_18066456",11,10,2,1,5,1,1,6,"11_10_2_1_5_1_1_6"
"6611","EPI_ISL_18066457",11,10,2,1,5,1,1,6,"11_10_2_1_5_1_1_6"
"6612","EPI_ISL_18067124",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6613","EPI_ISL_18067125",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6614","EPI_ISL_18067225",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6615","EPI_ISL_18075141",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6616","EPI_ISL_18075142",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6617","EPI_ISL_18075143",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6618","EPI_ISL_18075144",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6619","EPI_ISL_18075145",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6620","EPI_ISL_18075146",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6621","EPI_ISL_18075147",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6622","EPI_ISL_18075149",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6623","EPI_ISL_18075150",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6624","EPI_ISL_18075151",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6625","EPI_ISL_18075152",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6626","EPI_ISL_18123931",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6627","EPI_ISL_18123932",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6628","EPI_ISL_18123933",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6629","EPI_ISL_18123934",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6630","EPI_ISL_18123935",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6631","EPI_ISL_18123937",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6632","EPI_ISL_18123938",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6633","EPI_ISL_18123940",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6634","EPI_ISL_18123941",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6635","EPI_ISL_18123942",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6636","EPI_ISL_18123943",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6637","EPI_ISL_18123944",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6638","EPI_ISL_18123945",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6639","EPI_ISL_18132153",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"6640","EPI_ISL_18132154",4,1,1,1,1,1,1,1,"4_1_1_1_1_1_1_1"
"6641","EPI_ISL_18132155",4,1,1,1,1,1,1,1,"4_1_1_1_1_1_1_1"
"6642","EPI_ISL_18132156",4,1,1,1,1,1,1,1,"4_1_1_1_1_1_1_1"
"6643","EPI_ISL_18132157",4,1,1,1,1,1,1,1,"4_1_1_1_1_1_1_1"
"6644","EPI_ISL_18132158",4,1,1,1,1,1,1,1,"4_1_1_1_1_1_1_1"
"6645","EPI_ISL_18132159",4,1,1,1,1,1,1,1,"4_1_1_1_1_1_1_1"
"6646","EPI_ISL_18132160",4,1,1,1,1,1,1,1,"4_1_1_1_1_1_1_1"
"6647","EPI_ISL_18132161",4,1,1,1,1,1,1,1,"4_1_1_1_1_1_1_1"
"6648","EPI_ISL_18132162",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"6649","EPI_ISL_18132163",4,1,1,1,1,1,1,1,"4_1_1_1_1_1_1_1"
"6650","EPI_ISL_18132164",4,1,1,1,1,1,1,1,"4_1_1_1_1_1_1_1"
"6651","EPI_ISL_18132165",4,1,1,1,1,1,1,1,"4_1_1_1_1_1_1_1"
"6652","EPI_ISL_18132166",5,1,1,1,1,1,1,1,"5_1_1_1_1_1_1_1"
"6653","EPI_ISL_18132167",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"6654","EPI_ISL_18132168",4,1,1,1,1,1,1,1,"4_1_1_1_1_1_1_1"
"6655","EPI_ISL_18132169",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"6656","EPI_ISL_18132170",4,1,1,1,1,1,1,1,"4_1_1_1_1_1_1_1"
"6657","EPI_ISL_18132171",5,1,1,1,1,1,1,1,"5_1_1_1_1_1_1_1"
"6658","EPI_ISL_18132172",2,1,1,1,1,1,1,1,"2_1_1_1_1_1_1_1"
"6659","EPI_ISL_18132173",4,1,1,1,1,1,1,1,"4_1_1_1_1_1_1_1"
"6660","EPI_ISL_18132174",4,1,1,1,1,1,1,1,"4_1_1_1_1_1_1_1"
"6661","EPI_ISL_18132175",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"6662","EPI_ISL_18132176",5,1,1,1,1,1,1,1,"5_1_1_1_1_1_1_1"
"6663","EPI_ISL_18132177",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"6664","EPI_ISL_18132178",4,1,1,1,1,1,1,1,"4_1_1_1_1_1_1_1"
"6665","EPI_ISL_18132179",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"6666","EPI_ISL_18132180",4,1,1,1,1,1,1,1,"4_1_1_1_1_1_1_1"
"6667","EPI_ISL_18132181",4,1,1,1,1,1,1,1,"4_1_1_1_1_1_1_1"
"6668","EPI_ISL_18132182",14,1,1,1,1,1,1,1,"14_1_1_1_1_1_1_1"
"6669","EPI_ISL_18132183",4,1,1,1,1,1,1,1,"4_1_1_1_1_1_1_1"
"6670","EPI_ISL_18132184",4,1,1,1,1,1,1,1,"4_1_1_1_1_1_1_1"
"6671","EPI_ISL_18132185",4,1,1,1,1,1,1,1,"4_1_1_1_1_1_1_1"
"6672","EPI_ISL_18132186",4,1,1,1,1,1,1,1,"4_1_1_1_1_1_1_1"
