GISAID_isolate_id,genotype_profile,genotype_label,USDA_genotype
EPI_ISL_18132991,4_5_1_1_1_1_1_1,H5N1/2022/R1,B1.1
EPI_ISL_18231265,18_13_11_1_10_5_1_7,H5N6/2021/R1,Notassigned
EPI_ISL_18231267,18_13_11_1_10_5_1_7,H5N6/2021/R1,Notassigned
EPI_ISL_18231282,18_13_11_1_10_5_1_7,H5N6/2021/R1,Notassigned
EPI_ISL_18231283,18_13_11_1_10_5_1_7,H5N6/2021/R1,Notassigned
EPI_ISL_18231284,18_13_11_1_10_5_1_7,H5N6/2021/R1,Notassigned
EPI_ISL_18231285,18_13_11_1_10_5_1_7,H5N6/2021/R1,Notassigned
EPI_ISL_18231286,18_13_11_1_10_5_1_7,H5N6/2021/R1,Notassigned
EPI_ISL_18231287,18_13_11_1_10_5_1_7,H5N6/2021/R1,Notassigned
EPI_ISL_18231293,18_13_11_1_10_5_1_7,H5N6/2021/R1,Notassigned
EPI_ISL_18255393,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_18255395,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_18255396,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_18255405,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_18255416,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_18255419,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_18304169,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_18304551,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_18345170,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_18345498,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_18361460,2_1_1_1_2_1_1_1,H5N1/2020/R1,Notassigned
EPI_ISL_18361501,2_1_1_1_2_1_1_1,H5N1/2020/R1,Notassigned
EPI_ISL_18361502,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_18361537,6_4_3_1_3_2_1_3,H5N8/2020/R2,Notassigned
EPI_ISL_18362120,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_18378728,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_18378729,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_18378730,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_18378731,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_18378732,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_18378733,8_6_2_1_2_3_1_1,H5N5/2020/R2,A6
EPI_ISL_18435608,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_18435609,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_18435610,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_18435856,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_18435919,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_18436064,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_18436067,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_18501394,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_18501395,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_18501397,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_18501398,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_18501399,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_18501400,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_18501401,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_18501402,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_18501403,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_18501404,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_18501405,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_18607170,16_1_2_1_2_1_1_1,H5N1/2023/R9,Notassigned
EPI_ISL_18697719,7_2_1_1_1_1_1_2,H5N1/2022/R18,B3.6
EPI_ISL_18697720,7_21_1_1_1_1_1_2,NA,Minor51
EPI_ISL_18697721,7_21_1_1_1_1_1_2,NA,Minor51
EPI_ISL_18697722,3_2_1_1_6_1_1_2,H5N1/2023/R5,B3.7
EPI_ISL_18697723,2_1_1_1_2_1_1_1,H5N1/2020/R1,A2
EPI_ISL_18697724,7_2_1_1_1_1_1_2,H5N1/2022/R18,B3.6
EPI_ISL_18697725,7_2_1_1_1_1_1_2,H5N1/2022/R18,B3.6
EPI_ISL_18697726,7_2_1_1_1_1_1_2,H5N1/2022/R18,B3.6
EPI_ISL_18697727,7_2_1_1_1_1_1_2,H5N1/2022/R18,B3.6
EPI_ISL_18697728,7_2_1_1_1_1_1_2,H5N1/2022/R18,B3.6
EPI_ISL_18697729,7_2_1_1_1_1_1_2,H5N1/2022/R18,B3.6
EPI_ISL_18697730,7_2_1_1_1_1_1_2,H5N1/2022/R18,B3.6
EPI_ISL_18697731,7_2_1_1_1_1_1_2,H5N1/2022/R18,B3.6
EPI_ISL_18697732,7_2_1_1_1_1_1_2,H5N1/2022/R18,B3.6
EPI_ISL_18697733,2_3_1_1_2_1_1_1,NA,C1.1
EPI_ISL_18697734,2_3_1_1_2_1_1_1,NA,C1.1
EPI_ISL_18697735,7_2_1_1_1_1_1_2,H5N1/2022/R18,B3.6
EPI_ISL_18697736,7_2_1_1_1_1_1_2,H5N1/2022/R18,B3.6
EPI_ISL_18697737,7_2_1_1_1_1_1_2,H5N1/2022/R18,B3.6
EPI_ISL_18697738,7_2_1_1_1_1_1_2,H5N1/2022/R18,B3.6
EPI_ISL_18697739,7_2_1_1_1_1_1_2,H5N1/2022/R18,B3.6
EPI_ISL_18697740,3_2_1_1_6_1_1_2,H5N1/2023/R5,B3.7
EPI_ISL_18697741,3_2_1_1_6_1_1_2,H5N1/2023/R5,B3.7
EPI_ISL_18697742,7_2_1_1_1_1_1_2,H5N1/2022/R18,B3.6
EPI_ISL_18697743,7_2_1_1_1_1_1_2,H5N1/2022/R18,B3.6
EPI_ISL_18697744,7_2_1_1_1_1_1_2,H5N1/2022/R18,B3.6
EPI_ISL_18697745,7_2_1_1_1_1_1_2,H5N1/2022/R18,B3.6
EPI_ISL_18697746,7_2_1_1_1_1_1_2,H5N1/2022/R18,B3.6
EPI_ISL_18697747,7_2_1_1_1_1_1_2,H5N1/2022/R18,B3.6
EPI_ISL_18697748,3_2_1_1_6_1_1_2,H5N1/2023/R5,B3.7
EPI_ISL_18697749,4_5_1_1_1_1_1_1,H5N1/2022/R1,B1.1
EPI_ISL_18697750,4_5_1_1_1_1_1_1,H5N1/2022/R1,B1.1
EPI_ISL_18755251,5_3_1_1_1_1_1_2,H5N1/2022/R7,B3.2
EPI_ISL_18755338,5_3_1_1_1_1_1_2,H5N1/2022/R7,B3.2
EPI_ISL_18755528,8_7_1_1_2_1_1_1,H5N1/2021/R1,A4
EPI_ISL_18755529,5_3_1_1_1_1_1_2,H5N1/2022/R7,B3.2
EPI_ISL_18755530,5_3_1_1_1_1_1_2,H5N1/2022/R7,B3.2
EPI_ISL_18755531,5_3_1_1_1_1_1_2,H5N1/2022/R7,B3.2
EPI_ISL_18755532,5_3_1_1_1_1_1_2,H5N1/2022/R7,B3.2
EPI_ISL_18755533,2_1_1_1_2_1_1_1,H5N1/2020/R1,A3
EPI_ISL_18755534,5_3_1_1_1_1_1_2,H5N1/2022/R7,B3.2
EPI_ISL_18755537,5_3_1_1_1_1_1_2,H5N1/2022/R7,B3.2
EPI_ISL_18755540,5_3_1_1_1_1_1_2,H5N1/2022/R7,B3.2
EPI_ISL_18010406,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_18010407,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_18010487,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_18010488,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_18010489,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_18010492,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_18010493,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_18010494,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_18010495,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_18010496,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_18010497,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_18010498,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_18010499,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_18010500,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_18010912,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_18010913,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_18010915,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_18010916,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_18010917,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_18010918,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_18010919,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_18010920,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_18010921,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_18010922,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_18010923,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_18010924,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_18010925,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_18010926,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_18010927,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_18010928,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_18010929,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_18010930,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_18010931,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_18010932,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_18010933,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_18010964,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_18011047,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_18011064,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_18011065,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_18011066,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_18011094,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_18011099,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_18011100,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_18059552,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_18075704,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_18075705,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_18075706,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_18075707,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_18075708,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_18075709,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_18075710,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_18075711,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_18075712,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_18075713,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_18075714,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_18075715,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_18075716,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_18075717,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_18075718,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_18075719,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_18075720,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_18075722,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_18075725,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_18075726,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_18075727,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_18075728,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_18075729,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_18075730,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_18075731,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_18075732,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_18075733,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_18075770,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_18075816,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_18076008,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_18076009,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_18076010,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_18076011,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_18076012,1_7_2_1_19_1_1_1,NA,Notassigned
EPI_ISL_18076013,1_7_2_1_19_1_1_1,NA,Notassigned
EPI_ISL_18076016,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_18076029,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_18076030,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_18076031,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_18132673,4_1_1_1_1_1_1_1,H5N1/2022/R4,B2.1
EPI_ISL_18132674,2_1_1_1_2_1_1_1,H5N1/2020/R1,A1
EPI_ISL_18132675,4_1_1_1_1_1_1_1,H5N1/2022/R4,B2.1
EPI_ISL_18132680,2_1_1_1_2_1_1_1,H5N1/2020/R1,A1
EPI_ISL_18132681,4_1_1_1_1_1_1_1,H5N1/2022/R4,B2.1
EPI_ISL_18132682,4_1_1_1_1_1_1_1,H5N1/2022/R4,B2.1
EPI_ISL_18132683,2_1_1_1_2_1_1_1,H5N1/2020/R1,A1
EPI_ISL_18132684,4_1_1_1_1_1_1_1,H5N1/2022/R4,B2.1
EPI_ISL_18132685,5_1_1_1_1_1_1_1,H5N1/2022/R6,B3.1
EPI_ISL_18132686,4_1_1_1_1_1_1_1,H5N1/2022/R4,B2.1
EPI_ISL_18132687,2_1_1_1_2_1_1_1,H5N1/2020/R1,A1
EPI_ISL_18132704,2_1_1_1_2_1_1_1,H5N1/2020/R1,A1
EPI_ISL_18132705,4_1_1_1_1_1_1_1,H5N1/2022/R4,B2.1
EPI_ISL_18132706,4_1_1_1_1_1_1_1,H5N1/2022/R4,B2.1
EPI_ISL_18132707,2_1_1_1_1_1_1_1,H5N1/2022/R2,Minor04
EPI_ISL_18132708,4_1_1_1_1_1_1_1,H5N1/2022/R4,B2.1
EPI_ISL_18132709,4_1_1_1_1_1_1_1,H5N1/2022/R4,B2.1
EPI_ISL_18132710,4_1_1_1_1_1_1_1,H5N1/2022/R4,B2.1
EPI_ISL_18132711,2_1_1_1_1_1_1_1,H5N1/2022/R2,Minor04
EPI_ISL_18132712,4_5_5_1_1_1_1_1,H5N1/2022/R5,B1.2
EPI_ISL_18132713,5_3_1_1_1_1_1_2,H5N1/2022/R7,B3.2
EPI_ISL_18132714,4_1_1_1_1_1_1_1,H5N1/2022/R4,B2.1
EPI_ISL_18132715,2_1_1_1_2_1_1_1,H5N1/2020/R1,A1
EPI_ISL_18132716,5_3_1_1_1_1_1_2,H5N1/2022/R7,B3.2
EPI_ISL_18132717,4_1_1_1_1_1_1_1,H5N1/2022/R4,B2.1
EPI_ISL_18132718,5_1_1_1_1_1_1_1,H5N1/2022/R6,B3.1
EPI_ISL_18132719,4_1_1_1_1_1_1_1,H5N1/2022/R4,B2.1
EPI_ISL_18132720,2_1_1_1_2_1_1_1,H5N1/2020/R1,A1
EPI_ISL_18132721,5_1_1_1_1_1_1_1,H5N1/2022/R6,B3.1
EPI_ISL_18132722,4_1_1_1_1_1_1_1,H5N1/2022/R4,B2.1
EPI_ISL_18132723,4_1_1_1_1_1_1_1,H5N1/2022/R4,B2.1
EPI_ISL_18132724,5_1_1_1_1_1_1_1,H5N1/2022/R6,B3.1
EPI_ISL_18132725,4_1_1_1_1_1_1_1,H5N1/2022/R4,B2.1
EPI_ISL_18132726,4_1_1_1_1_1_1_1,H5N1/2022/R4,B2.1
EPI_ISL_18132727,4_1_1_1_1_1_1_1,H5N1/2022/R4,B2.1
EPI_ISL_18132728,2_1_1_1_2_1_1_1,H5N1/2020/R1,A1
EPI_ISL_18132729,4_1_1_1_1_1_1_1,H5N1/2022/R4,B2.1
EPI_ISL_18132730,4_1_1_1_1_1_1_1,H5N1/2022/R4,B2.1
EPI_ISL_18132731,4_1_1_1_1_1_1_1,H5N1/2022/R4,B2.1
EPI_ISL_18132732,4_1_1_1_1_1_1_1,H5N1/2022/R4,B2.1
EPI_ISL_18132733,5_1_1_1_1_1_1_1,H5N1/2022/R6,B3.1
EPI_ISL_18132734,4_1_1_1_1_1_1_1,H5N1/2022/R4,B2.1
EPI_ISL_18132735,4_1_1_1_1_1_1_1,H5N1/2022/R4,B2.1
EPI_ISL_18132994,4_5_5_1_1_1_1_1,H5N1/2022/R5,B1.2
EPI_ISL_18132995,4_5_1_1_1_1_1_1,H5N1/2022/R1,B1.1
EPI_ISL_18132998,4_5_5_1_1_1_1_1,H5N1/2022/R5,B1.2
EPI_ISL_18132999,4_5_1_1_1_1_1_1,H5N1/2022/R1,B1.1
EPI_ISL_18133002,2_1_1_1_2_1_1_1,H5N1/2020/R1,A1
EPI_ISL_18133003,4_5_1_1_1_1_1_1,H5N1/2022/R1,B1.1
EPI_ISL_18133006,3_1_1_1_1_1_1_1,H5N1/2022/R3,B4.1
EPI_ISL_18133007,4_5_1_1_1_1_1_1,H5N1/2022/R1,B1.1
EPI_ISL_18133010,2_1_1_1_2_1_1_1,H5N1/2020/R1,A1
EPI_ISL_18133011,4_5_1_1_1_1_1_1,H5N1/2022/R1,B1.1
EPI_ISL_18133014,4_5_1_1_1_1_1_1,H5N1/2022/R1,B1.1
EPI_ISL_18133015,4_5_1_1_1_1_1_1,H5N1/2022/R1,B1.1
EPI_ISL_18133017,2_1_1_1_2_1_1_1,H5N1/2020/R1,A1
EPI_ISL_18133018,4_5_1_1_1_1_1_1,H5N1/2022/R1,B1.1
EPI_ISL_18133019,4_5_1_1_1_1_1_1,H5N1/2022/R1,B1.1
EPI_ISL_18133021,2_1_1_1_2_1_1_1,H5N1/2020/R1,A1
EPI_ISL_18133022,2_1_1_1_2_1_1_1,H5N1/2020/R1,A1
EPI_ISL_18133023,2_1_1_1_2_1_1_1,H5N1/2020/R1,A1
EPI_ISL_18133024,2_1_1_1_2_1_1_1,H5N1/2020/R1,A1
EPI_ISL_18133025,2_1_1_1_2_1_1_1,H5N1/2020/R1,A1
EPI_ISL_18133026,2_1_1_1_2_1_1_1,H5N1/2020/R1,A1
EPI_ISL_18133027,4_1_1_1_1_1_1_1,H5N1/2022/R4,B2.1
EPI_ISL_18133028,4_5_1_1_1_1_1_1,H5N1/2022/R1,B1.1
EPI_ISL_18133029,2_1_1_1_2_1_1_1,H5N1/2020/R1,A1
EPI_ISL_18133030,4_1_1_1_1_1_1_1,H5N1/2022/R4,B2.1
EPI_ISL_18133031,4_5_1_1_1_1_1_1,H5N1/2022/R1,B1.1
EPI_ISL_18133032,2_1_1_1_2_1_1_1,H5N1/2020/R1,A1
EPI_ISL_18133033,5_1_1_1_1_1_1_1,H5N1/2022/R6,B3.1
EPI_ISL_18133034,2_1_1_1_2_1_1_1,H5N1/2020/R1,A1
EPI_ISL_18133035,2_1_1_1_2_1_1_1,H5N1/2020/R1,A1
EPI_ISL_18133036,3_1_1_1_1_1_1_1,H5N1/2022/R3,B4.1
EPI_ISL_18133037,5_1_1_1_1_1_1_1,H5N1/2022/R6,B3.1
EPI_ISL_18133038,2_1_1_1_2_1_1_1,H5N1/2020/R1,A1
EPI_ISL_18133039,2_1_1_1_2_1_1_1,H5N1/2020/R1,A1
EPI_ISL_18133040,4_5_5_1_1_1_1_1,H5N1/2022/R5,B1.2
EPI_ISL_18133041,5_1_1_1_1_1_1_1,H5N1/2022/R6,B3.1
EPI_ISL_18133042,4_1_1_1_1_1_1_1,H5N1/2022/R4,B2.1
EPI_ISL_18133043,2_1_1_1_2_1_1_1,H5N1/2020/R1,A1
EPI_ISL_18133044,4_5_1_1_1_1_1_1,H5N1/2022/R1,B1.1
EPI_ISL_18133045,4_1_1_1_1_1_1_1,H5N1/2022/R4,B2.1
EPI_ISL_18133047,2_1_1_1_2_1_1_1,H5N1/2020/R1,A1
EPI_ISL_18133049,5_1_1_1_1_1_1_1,H5N1/2022/R6,B3.1
EPI_ISL_18133050,4_1_1_1_1_1_1_1,H5N1/2022/R4,B2.1
EPI_ISL_18133051,2_1_1_1_2_1_1_1,H5N1/2020/R1,A1
EPI_ISL_18133053,5_1_1_1_1_1_1_1,H5N1/2022/R6,B3.1
EPI_ISL_18133054,2_1_1_1_2_1_1_1,H5N1/2020/R1,A1
EPI_ISL_18133055,2_1_1_1_2_1_1_1,H5N1/2020/R1,A1
EPI_ISL_18133057,5_3_1_1_1_1_1_2,H5N1/2022/R7,B3.2
EPI_ISL_18133058,4_5_1_1_1_1_1_1,H5N1/2022/R1,B1.1
EPI_ISL_18133059,2_1_1_1_2_1_1_1,H5N1/2020/R1,A1
EPI_ISL_18133061,4_1_1_1_1_1_1_1,H5N1/2022/R4,B2.1
EPI_ISL_18133062,4_5_1_1_1_1_1_1,H5N1/2022/R1,B1.1
EPI_ISL_18133063,2_1_1_1_2_1_1_1,H5N1/2020/R1,A1
EPI_ISL_18133065,5_3_1_1_1_1_1_2,H5N1/2022/R7,B3.2
EPI_ISL_18133066,4_5_1_1_1_1_1_1,H5N1/2022/R1,B1.1
EPI_ISL_18133069,5_3_1_1_1_1_1_2,H5N1/2022/R7,B3.2
EPI_ISL_18133070,4_5_1_1_1_1_1_1,H5N1/2022/R1,B1.1
EPI_ISL_18133073,2_1_1_1_2_1_1_1,H5N1/2020/R1,A1
EPI_ISL_18133076,2_1_1_1_2_1_1_1,H5N1/2020/R1,A1
EPI_ISL_18133079,4_5_5_1_1_1_1_1,H5N1/2022/R5,B1.2
EPI_ISL_18133082,2_1_1_1_2_1_1_1,H5N1/2020/R1,A2
EPI_ISL_18133085,2_1_1_1_2_1_1_1,H5N1/2020/R1,A2
EPI_ISL_18133089,2_1_1_1_2_1_1_1,H5N1/2020/R1,A2
EPI_ISL_18133093,5_1_1_1_1_1_1_1,H5N1/2022/R6,B3.1
EPI_ISL_18133101,5_3_1_1_1_1_1_2,H5N1/2022/R7,B3.2
EPI_ISL_18133105,2_1_1_1_2_1_1_1,H5N1/2020/R1,A1
EPI_ISL_18133109,2_1_1_1_2_1_1_1,H5N1/2020/R1,A1
EPI_ISL_18133111,2_1_1_1_2_1_1_1,H5N1/2020/R1,A1
EPI_ISL_18133113,2_1_1_1_2_1_1_1,H5N1/2020/R1,A1
EPI_ISL_18133117,2_1_1_1_2_1_1_1,H5N1/2020/R1,A1
EPI_ISL_18133121,2_1_1_1_2_1_1_1,H5N1/2020/R1,A1
EPI_ISL_18133124,2_1_1_1_2_1_1_1,H5N1/2020/R1,A1
EPI_ISL_18133127,2_1_1_1_2_1_1_1,H5N1/2020/R1,A1
EPI_ISL_18133130,2_1_1_1_2_1_1_1,H5N1/2020/R1,A1
EPI_ISL_18133133,2_1_1_1_2_1_1_1,H5N1/2020/R1,A1
EPI_ISL_18133136,5_1_1_1_1_1_1_1,H5N1/2022/R6,B3.1
EPI_ISL_18133137,2_1_1_1_2_1_1_1,H5N1/2020/R1,A1
EPI_ISL_18133140,2_1_1_1_2_1_1_1,H5N1/2020/R1,A1
EPI_ISL_18133141,2_1_1_1_2_1_1_1,H5N1/2020/R1,A1
EPI_ISL_18133144,2_1_1_1_2_1_1_1,H5N1/2020/R1,A1
EPI_ISL_18133145,2_1_1_1_2_1_1_1,H5N1/2020/R1,A1
EPI_ISL_18133148,2_1_1_1_2_1_1_1,H5N1/2020/R1,A1
EPI_ISL_18133149,2_1_1_1_2_1_1_1,H5N1/2020/R1,A1
EPI_ISL_18133152,4_1_1_1_1_1_1_1,H5N1/2022/R4,B2.1
EPI_ISL_18133153,3_1_1_1_1_1_1_1,H5N1/2022/R3,B4.1
EPI_ISL_18133156,2_1_1_1_2_1_1_1,H5N1/2020/R1,A1
EPI_ISL_18133157,4_1_1_1_1_1_1_1,H5N1/2022/R4,B2.1
EPI_ISL_18133160,2_1_1_1_2_1_1_1,H5N1/2020/R1,A1
EPI_ISL_18133161,4_1_1_1_1_1_1_1,H5N1/2022/R4,B2.1
EPI_ISL_18133164,2_1_1_1_2_1_1_1,H5N1/2020/R1,A1
EPI_ISL_18133165,4_1_1_1_1_1_1_1,H5N1/2022/R4,B2.1
EPI_ISL_18133168,2_1_1_1_2_1_1_1,H5N1/2020/R1,A1
EPI_ISL_18133169,4_1_1_1_1_1_1_1,H5N1/2022/R4,B2.1
EPI_ISL_18133172,4_1_1_1_1_1_1_1,H5N1/2022/R4,B2.1
EPI_ISL_18133175,2_1_1_1_1_1_1_1,H5N1/2022/R2,B5.1
EPI_ISL_18133178,2_1_1_1_2_1_1_1,H5N1/2020/R1,A1
EPI_ISL_18133181,2_1_1_1_2_1_1_1,H5N1/2020/R1,A1
EPI_ISL_18133184,2_1_1_1_1_1_1_1,H5N1/2022/R2,Minor09
EPI_ISL_18133186,4_5_1_1_1_1_1_1,H5N1/2022/R1,B1.1
